Project Name;Project Description;Project Definition;Activity Description;Activity Name;Posted time (h);Comment
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;System review, site support, OPCUA issue, downgrade to older container
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;reports
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;Demo system work, reports
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;Report deploy and tests
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;System clean due to huge disk usage, lowering the traffic on OPCUA connection
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;Final system check preparation for travel
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;Working n punchlist items
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;Punchlist items engineering + documentation
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;4;Developing based in punch list
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;Deploy new authserver settings, preparing documentation for this
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;5;"Input table for export prices
Formulas for GTG fuel price"
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;"Modification to output csv in reports.
Preparing deploy for new features"
2WAA064458;Habhsan 5;Engineering;OPCUA communication;2.1.2.02;2;"Consultancy about implementation of new request regarding status in OPCUA
+ Simple tests"
2WAA064458;Habhsan 5;Engineering;OPCUA communication;2.1.2.02;4;Debuging Shailesh on site
2WAA064458;Habhsan 5;Engineering;OPCUA communication;2.1.2.02;1;OPCUA issue meeting
2WAA064458;Habhsan 5;Engineering;OPCUA communication;2.1.2.02;2;Sync up meeting with Santhanam
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Preparing for call with Shailesh, consultancy about next steps. At the end call was postponed
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;4;"Consultancy with Shaliesh about excel toll he created. To found why why we have difference between input/output
Found some missing signals, and duplicate formulas in excel"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;"Results from excel received from Shailesh.
After check results match the expected values"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Python script to calculate KPIs
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Consultancy of next steps with team and manager
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Once more chceck of duplicate signals from Shailesh, compare with data we have
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;4;"Call with Shailesh and Santhanam on site.
Testing energy calculations"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Debugging energy calc
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Debugging energy calc
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;Meeting with Shailesh, sampling, work on tests and support
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;KPI Issue
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Fix for graphic interface Substation
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;"Habshan status meeting
Work in investigation of KPI issue"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;5;"Simulating data in system
Preparing test documentation
Check signals on OPCUA"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Consultancy with Radovan about test procedure and how to continue
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;5;"Test on energy function, found an issue.
Comparing received signals vs signals used for calculations.
Edit of energy function"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;5;Tool for Habshan in Python, to fix an issue
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;1;Habshan python tool
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;4;Tool to catch outdated singals, replace them with deafult, raise the flag
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;Tool for habshan
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;1;Editing tool to fix an issue with energy calculations.
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;6;"Meeting with Santahanm.
Finishing work on tool, preparing files for handover"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;"Working on system, tool and KPIs
Found in issue in KPI formulas"
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;4;Hand calculations of KPIs, result does not match, consultancy with Santahnam
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Consultancy with Shailesh
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;1;Consultancy with Radovan
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;OPCUA BadAtributteInvalidID issue discussion
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;4;Habshan visualization
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Developing visualization solution, discussion with Radovan about possible steps.
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Visualisation fix
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;2;Finishing visualistaion and testing
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;Finishing preparation for remote support
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;3;Work on  new point from site, tests
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 addition;2.1.2.04;1;Fix on system
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 reports;2.1.2.05;2;Download and preparing documents for test
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 reports;2.1.2.05;3;SQL function to fix the graphics
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 reports;2.1.2.05;2;Preparing new reports files and edit on functions
2WAA064458;Habhsan 5;Engineering;SS517 & SS518 reports;2.1.2.05;2;Finishing reports
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;3;Personal doctor visit to obtain copy of a medical report for Visa
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;6;Doctor visit to obtain Health Certificate
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;1;Travel plan
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;2;Call with Santhanam about travel details, preparation
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;2;Airport travel prep, preparing all necessary files for travel, last travel consultancy
2WAA064458;Habhsan 5;COMMISSIONING;Travel preparation, doktor visit etc.;2.1.3.02;1;Reinvoicing
2WAA064458;Habhsan 5;COMMISSIONING;Travel time;2.1.3.03;13;Departure at 6:00 from home arrived around 20:00 to the airport
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;Test querry for prices
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;4;Dashboards
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;5;Node-red Libraries
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;Dashboards and GUI overall
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;GUI consultancy
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;Debuging UI, + theme switch
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Consultancy, UI work
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Update of settings interface
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Support Aleks with details
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Support Aleks
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Development;2.1.2.04;4;User interface development
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Development;2.1.2.04;4;User interface development
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Development;2.1.2.04;2;"Energy calculations function implementation.
Simple calculations implementation"
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Development;2.1.2.04;2;Energy calculations function implemantation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;4;Energy function
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;2;Tests on system
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;2;Transfer GUI to customer system
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;7;System tests
2WAA070477;Carpentras;Engineering;Engineering - chargers;2.1.2.04;4;"Meeting with FRABB, consultancy.
PRef issue testing"
2WAA070477;Carpentras;Engineering;Engineering - chargers;2.1.2.04;1;Scheduled status meeting
2WAA070477;Carpentras;Engineering;Installation;2.1.2.02;2;Preparation of deployed system.
2WAA070477;Carpentras;Project management;Meetings (kick off, customer review/ status);2.1.1.02;1;Meeting with Ivo about current status and planned work
2WAA070477;Carpentras;Project management;Meetings (kick off, customer review/ status);2.1.1.02;1;Projektplan, preparations
2WAA070477;Carpentras;Project management;Meetings (kick off, customer review/ status);2.1.1.02;1;Project documentation, saving all files related to project. Preparing for close up.
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;1;Fix in visualization, connection dropped before finish
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;2;Visualization fix on system
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;2;"Visualization fix.
New licence generated"
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;1;"Fix bugs in visualization as requested from FRABB.
Scheduled status meeting"
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;2;Working on visualization details described in email from Julien
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;2;Resolving issue with graphic
2WAA070477;Carpentras;Engineering;Vizualization;2.1.2.06;2;Edits of view for operator
2WAA071891;Sara Kulturhus 2024;Engineering;Alarms Transfer;16;2;Alerts + email alerts transfer. Cost calculation debufing
2WAA071891;Sara Kulturhus 2024;Engineering;Alarms Transfer;16;2;Transfer Alarms to new system.
2WAA071891;Sara Kulturhus 2024;Engineering;BMS Modbus;15;2;BMS connection revision with Abhi and Ahmed + preparation
2WAA071891;Sara Kulturhus 2024;Engineering;BMS Modbus;15;4;Testing and documenting BMS logic and conenction
2WAA071891;Sara Kulturhus 2024;Engineering;BMS Modbus;15;3;"Adding RTO to BMS logic
Test on settings table, writing report."
2WAA071891;Sara Kulturhus 2024;Engineering;Certificates;12;3;"Call with DEABB to obtain license copy for devoplmet
Afte license update IDO does not work. Debugging"
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;1;Weekly Meeting
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;2;Weekly followup
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;4;Call with Ahmed and Abi, presentation of current status for BMS communication, consultancy of logic to be implemented.
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;2;Optimax weekly followup
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;3;"Weekly follow up
Test of vizualisation"
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;4;"Visualization edits to be readable in light mode.
Check calculation with excel, bug found, fixed with patch.
Writing visualization report.
Writing calculation report."
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;4;"Visualization report finishing sent.
Patch for HeatCoolCalculations applied tested, test report finished and sent.
Added COP limitation based on chiller datasheet.
Weekly follow up
Emails fixed"
2WAA071891;Sara Kulturhus 2024;Engineering;Dashboards;13;4;Adding dashboard after consultancu with Ahmed
2WAA071891;Sara Kulturhus 2024;Engineering;Dashboards;13;2;"New table for setting edit.
Adding new signals for variables"
2WAA071891;Sara Kulturhus 2024;Engineering;Dashboards;13;2;Finishing tests of settings table, writing documentation
2WAA071891;Sara Kulturhus 2024;Engineering;Dashboards;13;2;Finishing tests of settings table and writing documentation
2WAA071891;Sara Kulturhus 2024;Engineering;Dashboards;13;1;Check and fixes
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;2;BMS connection consultancy
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;Meeting Skelleftea Optimax weekly follow up
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;"Skelleftea forecast model accuracy meeting 2h
Skelleftea meeting 2h with JB about prev electricity optimalization"
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;skelleftea weekly follow up 1h
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;"Skelleftea forecast fix 3h
Urgent forecast meeting with Ahmed 1h"
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;2;Skelleftea hand calculation check of forecast 2h
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;Skelleftea Metting 1h
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;3;Skelleftea engineering platform deploy transfer 3h
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;Meeting with JB, consultancy
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Skelleftea meeting JB , finilazing optimalization, debuging IDO
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;skelleftea weekly follow up 1h
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;"Consultancy with Ahmed and Abi.
Work on new system.
Finishing developing environment"
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;3;Help JB with model
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;"""Weekly follow up.
Visualisation"""
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;Visualisation
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;1;Quick consultancy with JB and small edit in model
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;2;Help JB with model and simulating data on demo machine
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;"Weekly meeting
Modbus preparation for test"
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;System fix, help JB with model
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;2;Meeting, and work on system, fixing COP calc and help JB with model
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;5;"Implementation of new model
Issue with tsdb, consultancy with Abhi, fixed at theend of day"
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;2;Consultancy with JB, work on system
2WAA071891;Sara Kulturhus 2024;Engineering;Price Model;17;4;"Investigation of the calculation bug.
Bug found, confirming by hand calculations.
Apply patch"
2WAA071891;Sara Kulturhus 2024;Engineering;Price Model;17;3;"Check the results after fixing issue.
Cleaning databse from bad values"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Possible complications consultancy
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Load scheduling disccusion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;load scheduller discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Engineering tasks meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Data import into Historian
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Import historical data
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;BESS simulation code
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;Load scheduler planning
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Grafana custom backround
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Settings table move to 6.4
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;Reporting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;"Automated reports flow prep.
Adding time variable to reports."
2WAA072036;Shell ETCA EMS Optimax;Engineering;Industrial communication;2.2.3.1.10;1;Modbus python script handover
2WAA072096;Optimax 6.3 upgrade;Engineering;Engineering;2.2.3.1.03;2;Consultancy with R&D how to proceed update on, backup and restore to move system from 6.3 to 6.4. All the details about backup restore script. And
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Auto backup
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Auto backup
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Introduction into project, preparing backup solution as requested
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Backup script implementation
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Preprocessing, postprocessing
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Preprocessing Postprocessing
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;3;"Weekly meet up
Signals revision
Postprocessing"
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;3;"OPCUA discussion
Next signal revision
Implementation of APIs for data"
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Norfors engineer sync meeting
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Norfors quick meeting
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;"Gas prices processing
Preprocessing"
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;meeting
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;4;"Norfors consultancy meeting
New input table consultancy and preparation"
